"","year","edu_HDip_only","age_HDip_only","rate_HDip_only","age_range_HDip_only","edu_BAcHigher","age_BAcHigher","rate_BAcHigher","age_range_BAcHigher"
"297",2012,"HS","3544",0.268756070958951,"35 to 44","BAo","4554",0.120447626486637,"45 to 54"
"298",2012,"HS","3544",0.268756070958951,"35 to 44","BAp","2534",0.476635679670899,"25 to 34"
"299",2012,"HS","3544",0.268756070958951,"35 to 44","BAp","3544",0.166759409892454,"35 to 44"
"300",2012,"HS","3544",0.268756070958951,"35 to 44","BAp","4554",0.119636148920763,"45 to 54"
"301",2012,"HS","4554",0.170317392695389,"45 to 54","BAo","2534",0.502262130262587,"25 to 34"
"302",2012,"HS","4554",0.170317392695389,"45 to 54","BAo","3544",0.173716886220362,"35 to 44"
"303",2012,"HS","4554",0.170317392695389,"45 to 54","BAo","4554",0.120447626486637,"45 to 54"
"304",2012,"HS","4554",0.170317392695389,"45 to 54","BAp","2534",0.476635679670899,"25 to 34"
"305",2012,"HS","4554",0.170317392695389,"45 to 54","BAp","3544",0.166759409892454,"35 to 44"
"306",2012,"HS","4554",0.170317392695389,"45 to 54","BAp","4554",0.119636148920763,"45 to 54"
