"","HS_3544_mean","HS_3544_sd","HS_3544_min","HS_3544_max","SC_3544_mean","SC_3544_sd","SC_3544_min","SC_3544_max","BAp_3544_mean","BAp_3544_sd","BAp_3544_min","BAp_3544_max"
"1",0.160149632874741,0.0488750951189363,0.0348888663159724,0.192398917305487,0.163316545702623,0.0500707954775662,0.0336693781883359,0.203176485927978,0.0958778451914889,0.0235941205633384,0.027512772738678,0.114955328208071
